1.000000e+01	1.050245e+04	1.049011e+04	1.008027e+04	9.823470e+03	9.701165e+03	9.667640e+03	9.853954e+03	1.007453e+04	1.020728e+04	1.025684e+04	1.017655e+04	1.000777e+04	9.775956e+03	9.289318e+03	8.719314e+03	8.093304e+03	7.426951e+03	6.730600e+03	6.011946e+03	5.276838e+03	4.530323e+03	3.776577e+03	3.019394e+03	2.261952e+03	1.507526e+03	7.586997e+02	1.799676e+01	-7.122268e+02	-1.429990e+03	-2.133549e+03	-2.821134e+03	
4.000000e+01	1.045869e+04	1.044634e+04	1.003667e+04	9.780270e+03	9.658663e+03	9.625924e+03	9.815419e+03	1.003869e+04	1.017356e+04	1.022550e+04	1.014717e+04	9.979736e+03	9.749003e+03	9.264050e+03	8.695394e+03	8.070745e+03	7.405778e+03	6.710935e+03	5.993745e+03	5.260236e+03	4.515281e+03	3.763242e+03	3.007636e+03	2.252016e+03	1.499182e+03	7.521991e+02	1.309828e+01	-7.153509e+02	-1.431523e+03	-2.133236e+03	-2.819348e+03	
8.000000e+01	1.040310e+04	1.039065e+04	9.981114e+03	9.725294e+03	9.604683e+03	9.573049e+03	9.766838e+03	9.993673e+03	1.013167e+04	1.018687e+04	1.011099e+04	9.945607e+03	9.716573e+03	9.233742e+03	8.666958e+03	8.044286e+03	7.381080e+03	6.688215e+03	5.973061e+03	5.241563e+03	4.498776e+03	3.748885e+03	2.995499e+03	2.242078e+03	1.491614e+03	7.466827e+02	9.999000e+00	-7.162233e+02	-1.430114e+03	-2.129742e+03	-2.813629e+03	
1.200000e+02	1.034984e+04	1.033730e+04	9.927924e+03	9.672862e+03	9.553093e+03	9.522405e+03	9.720567e+03	9.951284e+03	1.009199e+04	1.015064e+04	1.007736e+04	9.913887e+03	9.686486e+03	9.205970e+03	8.641175e+03	8.020265e+03	7.359028e+03	6.668011e+03	5.954845e+03	5.225398e+03	4.484729e+03	3.737025e+03	2.985806e+03	2.234623e+03	1.486374e+03	7.438258e+02	9.399116e+00	-7.145902e+02	-1.426287e+03	-2.123662e+03	-2.805416e+03	
1.600000e+02	1.029926e+04	1.028663e+04	9.877433e+03	9.622983e+03	9.504146e+03	9.474572e+03	9.677105e+03	9.911371e+03	1.005512e+04	1.011713e+04	1.004630e+04	9.884905e+03	9.659071e+03	9.180738e+03	8.617966e+03	7.998940e+03	7.339542e+03	6.650411e+03	5.939188e+03	5.211833e+03	4.473323e+03	3.727665e+03	2.978747e+03	2.229748e+03	1.483656e+03	7.434317e+02	1.129872e+01	-7.106040e+02	-1.419950e+03	-2.115183e+03	-2.794806e+03	
2.000000e+02	1.025080e+04	1.023807e+04	9.829081e+03	9.575257e+03	9.457442e+03	9.428904e+03	9.635724e+03	9.873697e+03	1.002024e+04	1.008569e+04	1.001732e+04	9.857936e+03	9.633682e+03	9.157637e+03	8.596750e+03	7.979553e+03	7.322109e+03	6.634898e+03	5.925649e+03	5.200421e+03	4.463832e+03	3.720435e+03	2.973663e+03	2.226881e+03	1.483074e+03	7.450080e+02	1.509772e+01	-7.045390e+02	-1.411835e+03	-2.104851e+03	-2.782317e+03	
2.400000e+02	1.020550e+04	1.019276e+04	9.784014e+03	9.530836e+03	9.413890e+03	9.386474e+03	9.597737e+03	9.839162e+03	9.988731e+03	1.005746e+04	9.991728e+03	9.834284e+03	9.611710e+03	9.137827e+03	8.578951e+03	7.963631e+03	7.307935e+03	6.622692e+03	5.915382e+03	5.191972e+03	4.457534e+03	3.716263e+03	2.971686e+03	2.227072e+03	1.485403e+03	7.495395e+02	2.179525e+01	-6.956458e+02	-1.400781e+03	-2.091727e+03	-2.767139e+03	
2.800000e+02	1.016299e+04	1.015008e+04	9.741590e+03	9.489075e+03	9.373088e+03	9.346716e+03	9.562336e+03	9.807529e+03	9.959797e+03	1.003197e+04	9.968795e+03	9.813305e+03	9.592261e+03	9.120734e+03	8.563737e+03	7.950245e+03	7.296421e+03	6.613013e+03	5.907592e+03	5.186219e+03	4.453791e+03	3.714502e+03	2.971969e+03	2.229462e+03	1.490061e+03	7.563360e+02	3.069058e+01	-6.846151e+02	-1.387591e+03	-2.076491e+03	-2.749938e+03	
3.200000e+02	1.012310e+04	1.011018e+04	9.701817e+03	9.449981e+03	9.334963e+03	9.309638e+03	9.529608e+03	9.778479e+03	9.933684e+03	1.000906e+04	9.948364e+03	9.794919e+03	9.575502e+03	9.106113e+03	8.551195e+03	7.939483e+03	7.287482e+03	6.605861e+03	5.902368e+03	5.182983e+03	4.452513e+03	3.715244e+03	2.974887e+03	2.234432e+03	1.497145e+03	7.654950e+02	4.198237e+01	-6.712558e+02	-1.372102e+03	-2.059010e+03	-2.730410e+03	
3.600000e+02	1.008634e+04	1.007324e+04	9.665110e+03	9.414054e+03	9.299849e+03	9.275575e+03	9.499805e+03	9.752098e+03	9.910153e+03	9.988812e+03	9.930602e+03	9.779049e+03	9.561191e+03	9.094049e+03	8.540824e+03	7.931007e+03	7.280777e+03	6.600889e+03	5.899180e+03	5.181634e+03	4.453152e+03	3.717932e+03	2.979500e+03	2.241122e+03	1.505877e+03	7.762276e+02	5.486988e+01	-6.563093e+02	-1.355231e+03	-2.040129e+03	-2.709645e+03	
