5.000000e+02	5.000000e+02	8.239370e-03
5.000000e+02	5.100000e+02	8.239677e-03
5.000000e+02	5.200000e+02	8.239984e-03
5.000000e+02	5.300000e+02	8.240290e-03
5.000000e+02	5.400000e+02	8.240597e-03
5.000000e+02	5.500000e+02	8.240904e-03
5.000000e+02	5.600000e+02	8.241211e-03
5.000000e+02	5.700000e+02	8.241518e-03
5.000000e+02	5.800000e+02	8.241829e-03
5.000000e+02	5.900000e+02	8.242139e-03
5.000000e+02	6.000000e+02	8.242450e-03
5.000000e+02	6.100000e+02	8.242762e-03
5.000000e+02	6.200000e+02	8.243074e-03
5.000000e+02	6.300000e+02	8.243386e-03
5.000000e+02	6.400000e+02	8.243698e-03
5.000000e+02	6.500000e+02	8.244010e-03
5.000000e+02	6.600000e+02	8.244322e-03
5.000000e+02	6.700000e+02	8.244634e-03
5.000000e+02	6.800000e+02	8.244946e-03
5.000000e+02	6.900000e+02	8.245258e-03
5.000000e+02	7.000000e+02	8.245570e-03

5.100000e+02	5.000000e+02	8.239447e-03
5.100000e+02	5.100000e+02	8.239754e-03
5.100000e+02	5.200000e+02	8.240061e-03
5.100000e+02	5.300000e+02	8.240368e-03
5.100000e+02	5.400000e+02	8.240675e-03
5.100000e+02	5.500000e+02	8.240982e-03
5.100000e+02	5.600000e+02	8.241289e-03
5.100000e+02	5.700000e+02	8.241597e-03
5.100000e+02	5.800000e+02	8.241907e-03
5.100000e+02	5.900000e+02	8.242217e-03
5.100000e+02	6.000000e+02	8.242527e-03
5.100000e+02	6.100000e+02	8.242840e-03
5.100000e+02	6.200000e+02	8.243152e-03
5.100000e+02	6.300000e+02	8.243464e-03
5.100000e+02	6.400000e+02	8.243777e-03
5.100000e+02	6.500000e+02	8.244089e-03
5.100000e+02	6.600000e+02	8.244401e-03
5.100000e+02	6.700000e+02	8.244713e-03
5.100000e+02	6.800000e+02	8.245025e-03
5.100000e+02	6.900000e+02	8.245337e-03
5.100000e+02	7.000000e+02	8.245649e-03

5.200000e+02	5.000000e+02	8.239525e-03
5.200000e+02	5.100000e+02	8.239832e-03
5.200000e+02	5.200000e+02	8.240139e-03
5.200000e+02	5.300000e+02	8.240447e-03
5.200000e+02	5.400000e+02	8.240754e-03
5.200000e+02	5.500000e+02	8.241061e-03
5.200000e+02	5.600000e+02	8.241368e-03
5.200000e+02	5.700000e+02	8.241676e-03
5.200000e+02	5.800000e+02	8.241986e-03
5.200000e+02	5.900000e+02	8.242295e-03
5.200000e+02	6.000000e+02	8.242605e-03
5.200000e+02	6.100000e+02	8.242917e-03
5.200000e+02	6.200000e+02	8.243230e-03
5.200000e+02	6.300000e+02	8.243543e-03
5.200000e+02	6.400000e+02	8.243855e-03
5.200000e+02	6.500000e+02	8.244168e-03
5.200000e+02	6.600000e+02	8.244480e-03
5.200000e+02	6.700000e+02	8.244792e-03
5.200000e+02	6.800000e+02	8.245104e-03
5.200000e+02	6.900000e+02	8.245416e-03
5.200000e+02	7.000000e+02	8.245728e-03

5.300000e+02	5.000000e+02	8.239602e-03
5.300000e+02	5.100000e+02	8.239910e-03
5.300000e+02	5.200000e+02	8.240217e-03
5.300000e+02	5.300000e+02	8.240525e-03
5.300000e+02	5.400000e+02	8.240832e-03
5.300000e+02	5.500000e+02	8.241140e-03
5.300000e+02	5.600000e+02	8.241447e-03
5.300000e+02	5.700000e+02	8.241755e-03
5.300000e+02	5.800000e+02	8.242064e-03
5.300000e+02	5.900000e+02	8.242373e-03
5.300000e+02	6.000000e+02	8.242682e-03
5.300000e+02	6.100000e+02	8.242995e-03
5.300000e+02	6.200000e+02	8.243308e-03
5.300000e+02	6.300000e+02	8.243621e-03
5.300000e+02	6.400000e+02	8.243934e-03
5.300000e+02	6.500000e+02	8.244247e-03
5.300000e+02	6.600000e+02	8.244559e-03
5.300000e+02	6.700000e+02	8.244871e-03
5.300000e+02	6.800000e+02	8.245183e-03
5.300000e+02	6.900000e+02	8.245495e-03
5.300000e+02	7.000000e+02	8.245807e-03

5.400000e+02	5.000000e+02	8.239680e-03
5.400000e+02	5.100000e+02	8.239987e-03
5.400000e+02	5.200000e+02	8.240295e-03
5.400000e+02	5.300000e+02	8.240603e-03
5.400000e+02	5.400000e+02	8.240910e-03
5.400000e+02	5.500000e+02	8.241218e-03
5.400000e+02	5.600000e+02	8.241526e-03
5.400000e+02	5.700000e+02	8.241834e-03
5.400000e+02	5.800000e+02	8.242142e-03
5.400000e+02	5.900000e+02	8.242451e-03
5.400000e+02	6.000000e+02	8.242760e-03
5.400000e+02	6.100000e+02	8.243073e-03
5.400000e+02	6.200000e+02	8.243386e-03
5.400000e+02	6.300000e+02	8.243699e-03
5.400000e+02	6.400000e+02	8.244013e-03
5.400000e+02	6.500000e+02	8.244326e-03
5.400000e+02	6.600000e+02	8.244638e-03
5.400000e+02	6.700000e+02	8.244950e-03
5.400000e+02	6.800000e+02	8.245262e-03
5.400000e+02	6.900000e+02	8.245574e-03
5.400000e+02	7.000000e+02	8.245886e-03

5.500000e+02	5.000000e+02	8.239757e-03
5.500000e+02	5.100000e+02	8.240065e-03
5.500000e+02	5.200000e+02	8.240373e-03
5.500000e+02	5.300000e+02	8.240681e-03
5.500000e+02	5.400000e+02	8.240989e-03
5.500000e+02	5.500000e+02	8.241297e-03
5.500000e+02	5.600000e+02	8.241605e-03
5.500000e+02	5.700000e+02	8.241912e-03
5.500000e+02	5.800000e+02	8.242221e-03
5.500000e+02	5.900000e+02	8.242529e-03
5.500000e+02	6.000000e+02	8.242837e-03
5.500000e+02	6.100000e+02	8.243151e-03
5.500000e+02	6.200000e+02	8.243464e-03
5.500000e+02	6.300000e+02	8.243778e-03
5.500000e+02	6.400000e+02	8.244091e-03
5.500000e+02	6.500000e+02	8.244405e-03
5.500000e+02	6.600000e+02	8.244717e-03
5.500000e+02	6.700000e+02	8.245029e-03
5.500000e+02	6.800000e+02	8.245341e-03
5.500000e+02	6.900000e+02	8.245653e-03
5.500000e+02	7.000000e+02	8.245965e-03

5.600000e+02	5.000000e+02	8.239835e-03
5.600000e+02	5.100000e+02	8.240143e-03
5.600000e+02	5.200000e+02	8.240451e-03
5.600000e+02	5.300000e+02	8.240759e-03
5.600000e+02	5.400000e+02	8.241067e-03
5.600000e+02	5.500000e+02	8.241375e-03
5.600000e+02	5.600000e+02	8.241683e-03
5.600000e+02	5.700000e+02	8.241991e-03
5.600000e+02	5.800000e+02	8.242299e-03
5.600000e+02	5.900000e+02	8.242607e-03
5.600000e+02	6.000000e+02	8.242915e-03
5.600000e+02	6.100000e+02	8.243228e-03
5.600000e+02	6.200000e+02	8.243542e-03
5.600000e+02	6.300000e+02	8.243856e-03
5.600000e+02	6.400000e+02	8.244170e-03
5.600000e+02	6.500000e+02	8.244484e-03
5.600000e+02	6.600000e+02	8.244796e-03
5.600000e+02	6.700000e+02	8.245108e-03
5.600000e+02	6.800000e+02	8.245420e-03
5.600000e+02	6.900000e+02	8.245732e-03
5.600000e+02	7.000000e+02	8.246044e-03

5.700000e+02	5.000000e+02	8.239914e-03
5.700000e+02	5.100000e+02	8.240223e-03
5.700000e+02	5.200000e+02	8.240531e-03
5.700000e+02	5.300000e+02	8.240839e-03
5.700000e+02	5.400000e+02	8.241147e-03
5.700000e+02	5.500000e+02	8.241456e-03
5.700000e+02	5.600000e+02	8.241764e-03
5.700000e+02	5.700000e+02	8.242072e-03
5.700000e+02	5.800000e+02	8.242380e-03
5.700000e+02	5.900000e+02	8.242687e-03
5.700000e+02	6.000000e+02	8.242995e-03
5.700000e+02	6.100000e+02	8.243309e-03
5.700000e+02	6.200000e+02	8.243623e-03
5.700000e+02	6.300000e+02	8.243937e-03
5.700000e+02	6.400000e+02	8.244250e-03
5.700000e+02	6.500000e+02	8.244564e-03
5.700000e+02	6.600000e+02	8.244876e-03
5.700000e+02	6.700000e+02	8.245189e-03
5.700000e+02	6.800000e+02	8.245501e-03
5.700000e+02	6.900000e+02	8.245813e-03
5.700000e+02	7.000000e+02	8.246125e-03

5.800000e+02	5.000000e+02	8.240000e-03
5.800000e+02	5.100000e+02	8.240308e-03
5.800000e+02	5.200000e+02	8.240616e-03
5.800000e+02	5.300000e+02	8.240924e-03
5.800000e+02	5.400000e+02	8.241233e-03
5.800000e+02	5.500000e+02	8.241541e-03
5.800000e+02	5.600000e+02	8.241849e-03
5.800000e+02	5.700000e+02	8.242157e-03
5.800000e+02	5.800000e+02	8.242466e-03
5.800000e+02	5.900000e+02	8.242775e-03
5.800000e+02	6.000000e+02	8.243083e-03
5.800000e+02	6.100000e+02	8.243397e-03
5.800000e+02	6.200000e+02	8.243710e-03
5.800000e+02	6.300000e+02	8.244023e-03
5.800000e+02	6.400000e+02	8.244336e-03
5.800000e+02	6.500000e+02	8.244650e-03
5.800000e+02	6.600000e+02	8.244962e-03
5.800000e+02	6.700000e+02	8.245275e-03
5.800000e+02	6.800000e+02	8.245588e-03
5.800000e+02	6.900000e+02	8.245901e-03
5.800000e+02	7.000000e+02	8.246213e-03

5.900000e+02	5.000000e+02	8.240085e-03
5.900000e+02	5.100000e+02	8.240393e-03
5.900000e+02	5.200000e+02	8.240701e-03
5.900000e+02	5.300000e+02	8.241010e-03
5.900000e+02	5.400000e+02	8.241318e-03
5.900000e+02	5.500000e+02	8.241626e-03
5.900000e+02	5.600000e+02	8.241934e-03
5.900000e+02	5.700000e+02	8.242243e-03
5.900000e+02	5.800000e+02	8.242553e-03
5.900000e+02	5.900000e+02	8.242862e-03
5.900000e+02	6.000000e+02	8.243172e-03
5.900000e+02	6.100000e+02	8.243484e-03
5.900000e+02	6.200000e+02	8.243797e-03
5.900000e+02	6.300000e+02	8.244110e-03
5.900000e+02	6.400000e+02	8.244422e-03
5.900000e+02	6.500000e+02	8.244735e-03
5.900000e+02	6.600000e+02	8.245048e-03
5.900000e+02	6.700000e+02	8.245362e-03
5.900000e+02	6.800000e+02	8.245675e-03
5.900000e+02	6.900000e+02	8.245988e-03
5.900000e+02	7.000000e+02	8.246302e-03

6.000000e+02	5.000000e+02	8.240170e-03
6.000000e+02	5.100000e+02	8.240478e-03
6.000000e+02	5.200000e+02	8.240787e-03
6.000000e+02	5.300000e+02	8.241095e-03
6.000000e+02	5.400000e+02	8.241403e-03
6.000000e+02	5.500000e+02	8.241711e-03
6.000000e+02	5.600000e+02	8.242020e-03
6.000000e+02	5.700000e+02	8.242328e-03
6.000000e+02	5.800000e+02	8.242639e-03
6.000000e+02	5.900000e+02	8.242949e-03
6.000000e+02	6.000000e+02	8.243260e-03
6.000000e+02	6.100000e+02	8.243572e-03
6.000000e+02	6.200000e+02	8.243884e-03
6.000000e+02	6.300000e+02	8.244196e-03
6.000000e+02	6.400000e+02	8.244508e-03
6.000000e+02	6.500000e+02	8.244820e-03
6.000000e+02	6.600000e+02	8.245134e-03
6.000000e+02	6.700000e+02	8.245448e-03
