 0.0 	 8.425499e-08 
 0.1 	 8.414636e-08 
 50.0 	 8.008512e-08 
 100.0 	 7.752713e-08 
 150.0 	 7.525846e-08 
 200.0 	 7.318121e-08 
 400.0 	 6.603910e-08 
 600.0 	 6.024125e-08 
 800.0 	 5.553228e-08 
 1100.0 	 5.009588e-08 
 1400.0 	 4.614785e-08 
 1700.0 	 4.337989e-08 
 2000.0 	 4.154368e-08 
 2500.0 	 3.995049e-08 
 3000.0 	 3.949136e-08 
 3500.0 	 3.976221e-08 
 4000.0 	 4.045169e-08 
 4500.0 	 4.144519e-08 
 5000.0 	 4.255377e-08 
 5500.0 	 4.378692e-08 
 6000.0 	 4.503396e-08 
 6500.0 	 4.630130e-08 
 7000.0 	 4.756260e-08 
 7500.0 	 4.877309e-08 
 8000.0 	 4.990803e-08 
 8500.0 	 5.103317e-08 
 9000.0 	 5.208700e-08 
 9500.0 	 5.307974e-08 
 10000.0 	 5.399114e-08 
 10500.0 	 5.480447e-08 
 11000.0 	 5.560961e-08 
