 0.0 	 -1.535749e+06 
 0.1 	 -1.537822e+06 
 50.0 	 -1.525578e+06 
 100.0 	 -1.515985e+06 
 150.0 	 -1.507910e+06 
 200.0 	 -1.501300e+06 
 400.0 	 -1.475738e+06 
 600.0 	 -1.454094e+06 
 800.0 	 -1.436268e+06 
 1100.0 	 -1.411978e+06 
 1400.0 	 -1.392895e+06 
 1700.0 	 -1.375984e+06 
 2000.0 	 -1.360853e+06 
 2500.0 	 -1.341195e+06 
 3000.0 	 -1.325495e+06 
 3500.0 	 -1.312991e+06 
 4000.0 	 -1.302120e+06 
 4500.0 	 -1.293599e+06 
 5000.0 	 -1.287763e+06 
 5500.0 	 -1.281509e+06 
 6000.0 	 -1.276023e+06 
 6500.0 	 -1.272817e+06 
 7000.0 	 -1.270124e+06 
 7500.0 	 -1.268326e+06 
 8000.0 	 -1.266533e+06 
 8500.0 	 -1.264270e+06 
 9000.0 	 -1.262929e+06 
 9500.0 	 -1.261264e+06 
 10000.0 	 -1.261404e+06 
 10500.0 	 -1.260446e+06 
 11000.0 	 -1.258845e+06 
