 0.0 	 -1.536728e+06 
 0.1 	 -1.539114e+06 
 50.0 	 -1.526598e+06 
 100.0 	 -1.517334e+06 
 150.0 	 -1.508974e+06 
 200.0 	 -1.502585e+06 
 400.0 	 -1.477374e+06 
 600.0 	 -1.455616e+06 
 800.0 	 -1.438061e+06 
 1100.0 	 -1.414117e+06 
 1400.0 	 -1.395895e+06 
 1700.0 	 -1.378490e+06 
 2000.0 	 -1.363268e+06 
 2500.0 	 -1.343408e+06 
 3000.0 	 -1.327474e+06 
 3500.0 	 -1.315228e+06 
 4000.0 	 -1.304324e+06 
 4500.0 	 -1.295277e+06 
 5000.0 	 -1.289637e+06 
 5500.0 	 -1.283427e+06 
 6000.0 	 -1.277598e+06 
 6500.0 	 -1.274599e+06 
 7000.0 	 -1.271253e+06 
 7500.0 	 -1.269519e+06 
 8000.0 	 -1.267764e+06 
 8500.0 	 -1.265795e+06 
 9000.0 	 -1.264510e+06 
 9500.0 	 -1.263076e+06 
 10000.0 	 -1.262668e+06 
 10500.0 	 -1.261857e+06 
 11000.0 	 -1.260048e+06 
